%Part. Acum.;Código Empresa;Empresa;Quantidade;Nro Doctos;Nro Itens;Nro Clientes;Unitário Médio;Valor Total;%Partic. Total;Promoções Valor Venda;Promoc. % Partic.;% Partic. Prom./Vda.;Prazo Médio;Média Qtd por Docto;Média Qtd por Cliente;Média Valor por Docto;Média Valor por Cliente;Lucratividade Real Unit.*;Lucratividade Unit.;Lucratividade Total;Lucrat. %Partic.;Lucrat.% Margem;% Mark Up;% Mark Down;Custo Bruto;Custo Bruto Unit.;Custo ICMS;Custo PIS;Custo Cofins;Custo Liquido;Custo Liq. Unit.;Custo Precificação;Custo Comercial;Despesa;Compror;Comissão Televenda;Impostos;Contribuição Total;Contrib. %Partic.;Contrib. Margem%*;Peso Bruto;Peso Brt %Partic.;Peso Líquido;Volume M³;Valor Venda Por M³;Valor ICMS;Valor ICMS Efetivo;Valor FCP ICMS;Valor IPI;Valor IPI no Preço;Valor PIS;Valor COFINS;Valor IBS Municipal;Vlr Regular IBS Municipal;Vlr Diferido Regular IBS Municipal;Vlr Credito Presumido IBS Municipal;Valor IBS Estadual;Vlr Regular IBS Estadual;Vlr Monofásico Retido IBS Estadual;Vlr Diferido IBS Estadual;Valor CBS;Vlr Regular CBS;Vlr Monofásico Retido CBS;Vlr Diferido Cbs;Valor IS;Vlr Descto Fora de NF;Vlr Frete Terceiro;Frete % Partic.;Verba Bonificação;Verba Bonif. Sell In;Despesa Fixa;Desconto Fixo
TOTAL;74.485,766;19.297;;5,38;400.692,20;;90.716,00;;22,64;;;33,11;1,35;100.342,37;;25,04;0,00;25,71;297.684,18;92,03;1.672,31;23,52;108,36;295.880,00;91,50;1,447024;295.880,00;90,65;0,00;0,00;4.381,33;100.430,84;;25,34;68.826,815;;70.300,311;20,417;19.625,420;3.674,68;163,18;210,23;0,00;0,00;88,57;407,90;0,00;0,00;0,00;0,00;10,14;0,00;0,00;0,00;148,04;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,000000;0,00;0,00
