%Part. Acum.;Código Empresa;Empresa;Quantidade;Nro Doctos;Nro Itens;Nro Clientes;Unitário Médio;Valor Total;%Partic. Total;Promoções Valor Venda;Promoc. % Partic.;% Partic. Prom./Vda.;Prazo Médio;Média Qtd por Docto;Média Qtd por Cliente;Média Valor por Docto;Média Valor por Cliente;Lucratividade Real Unit.*;Lucratividade Unit.;Lucratividade Total;Lucrat. %Partic.;Lucrat.% Margem;% Mark Up;% Mark Down;Custo Bruto;Custo Bruto Unit.;Custo ICMS;Custo PIS;Custo Cofins;Custo Liquido;Custo Liq. Unit.;Custo Precificação;Custo Comercial;Despesa;Compror;Comissão Televenda;Impostos;Contribuição Total;Contrib. %Partic.;Contrib. Margem%*;Peso Bruto;Peso Brt %Partic.;Peso Líquido;Volume M³;Valor Venda Por M³;Valor ICMS;Valor ICMS Efetivo;Valor FCP ICMS;Valor IPI;Valor IPI no Preço;Valor PIS;Valor COFINS;Valor IBS Municipal;Vlr Regular IBS Municipal;Vlr Diferido Regular IBS Municipal;Vlr Credito Presumido IBS Municipal;Valor IBS Estadual;Vlr Regular IBS Estadual;Vlr Monofásico Retido IBS Estadual;Vlr Diferido IBS Estadual;Valor CBS;Vlr Regular CBS;Vlr Monofásico Retido CBS;Vlr Diferido Cbs;Valor IS;Vlr Descto Fora de NF;Vlr Frete Terceiro;Frete % Partic.;Verba Bonificação;Verba Bonif. Sell In;Despesa Fixa;Desconto Fixo
TOTAL;51.951,278;17.139;;6,64;344.798,37;;120.323,46;;34,90;;;42,74;1,85;96.211,97;;27,90;0,00;28,53;246.410,25;104,74;1.617,81;14,08;64,71;244.713,69;104,03;0,033588;244.713,69;61,48;0,00;0,00;3.812,54;96.272,14;;28,23;46.732,130;;49.453,069;13,816;24.956,454;3.245,29;242,38;174,88;0,00;0,00;70,00;322,39;0,00;0,00;0,00;0,00;7,96;0,00;0,00;0,00;113,84;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,000000;0,00;0,00
